,Puts,Bid.1,Ask.1,Vol.1,Expiration,Strike
6165,17 Jan 185.00 (AAPL1720M185),74.80,75.70,10,,
6171,17 Jan 185.00 (AAPL1720M185-E),74.75,75.70,10,,
6180,17 Jan 190.00 (AAPL1720M190),79.75,80.70,500,,
6183,17 Jan 190.00 (AAPL1720M190-8),78.85,81.75,500,,
6195,17 Jan 195.00 (AAPL1720M195),84.75,85.70,500,,
6198,17 Jan 195.00 (AAPL1720M195-8),83.80,86.75,500,,
6495,17 Feb 65.00 (AAPL1717N65),0.06,0.07,10,,
6502,17 Feb 65.00 (AAPL1717N65-I),0.04,0.07,10,,
6555,17 Feb 85.00 (AAPL1717N85),0.49,0.51,20,,
6561,17 Feb 85.00 (AAPL1717N85-E),0.49,0.52,15,,
6565,17 Feb 85.00 (AAPL1717N85-O),0.47,0.55,5,,
6570,17 Feb 90.00 (AAPL1717N90),0.83,0.85,100,422.0,90.0
6572,17 Feb 90.00 (AAPL1717N90-4),0.83,0.86,1,422.0,90.0
6574,17 Feb 90.00 (AAPL1717N90-A),0.83,0.87,21,,
6576,17 Feb 90.00 (AAPL1717N90-E),0.83,0.86,25,,
6577,17 Feb 90.00 (AAPL1717N90-I),0.83,0.85,2,,
6581,17 Feb 90.00 (AAPL1717N90-P),0.83,0.86,40,,
6582,17 Feb 90.00 (AAPL1717N90-S),0.83,0.87,1,,
6583,17 Feb 90.00 (AAPL1717N90-X),0.83,0.87,10,,
6585,17 Feb 95.00 (AAPL1717N95),1.41,1.43,90,422.0,95.0
6587,17 Feb 95.00 (AAPL1717N95-4),1.41,1.44,1,,
6589,17 Feb 95.00 (AAPL1717N95-A),1.37,1.44,13,,
6591,17 Feb 95.00 (AAPL1717N95-E),1.38,1.44,11,,
6592,17 Feb 95.00 (AAPL1717N95-I),1.41,1.43,65,,
6600,17 Feb 97.50 (AAPL1717N97.5),1.82,1.84,309,422.0,97.5
6601,17 Feb 97.50 (AAPL1717N97.5-3),1.81,1.91,9,,
6602,17 Feb 97.50 (AAPL1717N97.5-4),1.81,1.85,12,,
6606,17 Feb 97.50 (AAPL1717N97.5-E),1.81,1.85,19,,
6607,17 Feb 97.50 (AAPL1717N97.5-I),1.82,1.84,99,,
6608,17 Feb 97.50 (AAPL1717N97.5-J),1.81,2.89,20,,
6610,17 Feb 97.50 (AAPL1717N97.5-O),1.82,1.84,2,,
6612,17 Feb 97.50 (AAPL1717N97.5-S),1.79,2.75,1,,
6613,17 Feb 97.50 (AAPL1717N97.5-X),1.79,1.85,35,,
6614,17 Feb 97.50 (AAPL1717N97.5-Y),1.82,1.84,112,422.0,97.5
6615,17 Feb 100.00 (AAPL1717N100),2.34,2.35,364,422.0,100.0
6616,17 Feb 100.00 (AAPL1717N100-3),2.24,2.45,17,,
6617,17 Feb 100.00 (AAPL1717N100-4),2.33,2.37,20,422.0,100.0
6619,17 Feb 100.00 (AAPL1717N100-A),2.30,2.37,30,,
6621,17 Feb 100.00 (AAPL1717N100-E),2.33,2.37,124,422.0,100.0
6622,17 Feb 100.00 (AAPL1717N100-I),2.34,2.35,139,,
6625,17 Feb 100.00 (AAPL1717N100-O),2.34,2.36,11,,
6626,17 Feb 100.00 (AAPL1717N100-P),2.29,2.36,3,422.0,100.0
6628,17 Feb 100.00 (AAPL1717N100-X),2.30,2.37,2,,
6629,17 Feb 100.00 (AAPL1717N100-Y),2.34,2.40,18,,
6630,17 Feb 105.00 (AAPL1717N105),3.70,3.80,115,422.0,105.0
6632,17 Feb 105.00 (AAPL1717N105-4),3.70,3.80,30,,
6635,17 Feb 105.00 (AAPL1717N105-B),3.70,3.80,3,,
6636,17 Feb 105.00 (AAPL1717N105-E),3.70,3.80,44,422.0,105.0
6637,17 Feb 105.00 (AAPL1717N105-I),3.70,3.80,25,422.0,105.0
6638,17 Feb 105.00 (AAPL1717N105-J),3.70,3.80,1,,
6640,17 Feb 105.00 (AAPL1717N105-O),3.70,3.80,4,422.0,105.0
6641,17 Feb 105.00 (AAPL1717N105-P),3.70,3.80,5,422.0,105.0
6643,17 Feb 105.00 (AAPL1717N105-X),3.70,3.85,3,,
6645,17 Feb 110.00 (AAPL1717N110),5.85,5.90,1682,422.0,110.0
6647,17 Feb 110.00 (AAPL1717N110-4),5.80,6.00,53,422.0,110.0
6648,17 Feb 110.00 (AAPL1717N110-8),5.80,5.95,6,422.0,110.0
6649,17 Feb 110.00 (AAPL1717N110-A),5.80,5.95,1500,422.0,110.0
6650,17 Feb 110.00 (AAPL1717N110-B),5.85,6.00,11,422.0,110.0
6651,17 Feb 110.00 (AAPL1717N110-E),5.80,5.90,90,422.0,110.0
6655,17 Feb 110.00 (AAPL1717N110-O),5.80,5.90,15,422.0,110.0
6656,17 Feb 110.00 (AAPL1717N110-P),5.85,5.95,7,422.0,110.0
6660,17 Feb 115.00 (AAPL1717N115),8.65,8.75,137,422.0,115.0
6662,17 Feb 115.00 (AAPL1717N115-4),8.65,8.75,15,422.0,115.0
6664,17 Feb 115.00 (AAPL1717N115-A),8.65,8.75,3,422.0,115.0
6666,17 Feb 115.00 (AAPL1717N115-E),8.65,8.75,47,422.0,115.0
6667,17 Feb 115.00 (AAPL1717N115-I),8.65,8.75,38,422.0,115.0
6671,17 Feb 115.00 (AAPL1717N115-P),8.65,8.75,34,422.0,115.0
6690,17 Feb 125.00 (AAPL1717N125),16.05,16.55,5,422.0,125.0
6703,17 Feb 125.00 (AAPL1717N125-X),16.05,16.55,5,422.0,125.0
6705,17 Feb 130.00 (AAPL1717N130),20.55,21.10,8,422.0,130.0
6711,17 Feb 130.00 (AAPL1717N130-E),20.55,21.15,8,422.0,130.0
7035,17 Mar 47.50 (AAPL1717O47.5),0.0,0.04,12,,
7041,17 Mar 47.50 (AAPL1717O47.5-E),0.0,0.04,12,,
7065,17 Mar 55.00 (AAPL1717O55),0.04,0.05,2,,
7071,17 Mar 55.00 (AAPL1717O55-E),0.03,0.06,2,,
7080,17 Mar 60.00 (AAPL1717O60),0.07,0.08,200,,
7081,17 Mar 60.00 (AAPL1717O60-3),0.06,0.08,2,,
7086,17 Mar 60.00 (AAPL1717O60-E),0.06,0.08,2,,
7090,17 Mar 60.00 (AAPL1717O60-O),0.07,0.08,196,,
7095,17 Mar 65.00 (AAPL1717O65),0.11,0.12,200,,
7102,17 Mar 65.00 (AAPL1717O65-I),0.10,0.12,15,,
7105,17 Mar 65.00 (AAPL1717O65-O),0.11,0.12,135,,
7107,17 Mar 65.00 (AAPL1717O65-S),0.10,0.12,21,,
7109,17 Mar 65.00 (AAPL1717O65-Y),0.10,0.12,29,,
7110,17 Mar 70.00 (AAPL1717O70),0.17,0.18,10,,
7122,17 Mar 70.00 (AAPL1717O70-S),0.16,0.23,10,,
7125,17 Mar 75.00 (AAPL1717O75),0.27,0.28,15,,
7130,17 Mar 75.00 (AAPL1717O75-B),0.26,0.29,5,,
7138,17 Mar 75.00 (AAPL1717O75-X),0.26,0.29,10,,
7170,17 Mar 85.00 (AAPL1717O85),0.68,0.69,26,,
7171,17 Mar 85.00 (AAPL1717O85-3),0.67,0.69,1,,
7176,17 Mar 85.00 (AAPL1717O85-E),0.67,0.70,25,,
7185,17 Mar 87.50 (AAPL1717O87.5),0.86,0.88,18,,
7189,17 Mar 87.50 (AAPL1717O87.5-A),0.86,0.89,11,,
7190,17 Mar 87.50 (AAPL1717O87.5-B),0.84,0.89,2,,
7192,17 Mar 87.50 (AAPL1717O87.5-I),0.86,0.88,5,,
7200,17 Mar 90.00 (AAPL1717O90),1.10,1.12,39,455.0,90.0
7203,17 Mar 90.00 (AAPL1717O90-8),1.03,1.29,5,,
7204,17 Mar 90.00 (AAPL1717O90-A),1.09,1.12,2,,
7207,17 Mar 90.00 (AAPL1717O90-I),1.09,1.12,1,,
7213,17 Mar 90.00 (AAPL1717O90-X),1.09,1.13,31,,
7215,17 Mar 92.50 (AAPL1717O92.5),1.39,1.41,27,455.0,92.5
7217,17 Mar 92.50 (AAPL1717O92.5-4),1.36,1.42,1,,
7218,17 Mar 92.50 (AAPL1717O92.5-8),1.36,1.57,13,455.0,92.5
7222,17 Mar 92.50 (AAPL1717O92.5-I),1.39,1.41,2,,
7228,17 Mar 92.50 (AAPL1717O92.5-X),1.36,1.42,11,,
7230,17 Mar 95.00 (AAPL1717O95),1.76,1.78,201,455.0,95.0
7236,17 Mar 95.00 (AAPL1717O95-E),1.74,1.80,25,455.0,95.0
7237,17 Mar 95.00 (AAPL1717O95-I),1.76,1.78,174,,
7241,17 Mar 95.00 (AAPL1717O95-P),1.76,1.80,1,,
7242,17 Mar 95.00 (AAPL1717O95-S),1.73,1.95,1,,
7245,17 Mar 97.50 (AAPL1717O97.5),2.22,2.25,46,455.0,97.5
7248,17 Mar 97.50 (AAPL1717O97.5-8),2.15,2.38,5,455.0,97.5
7252,17 Mar 97.50 (AAPL1717O97.5-I),2.22,2.25,41,,
7260,17 Mar 100.00 (AAPL1717O100),2.79,2.81,213,455.0,100.0
7263,17 Mar 100.00 (AAPL1717O100-8),2.77,2.86,4,455.0,100.0
7264,17 Mar 100.00 (AAPL1717O100-A),2.77,2.84,16,,
7265,17 Mar 100.00 (AAPL1717O100-B),2.71,2.85,4,,
7266,17 Mar 100.00 (AAPL1717O100-E),2.77,2.84,4,455.0,100.0
7267,17 Mar 100.00 (AAPL1717O100-I),2.79,2.81,104,455.0,100.0
7270,17 Mar 100.00 (AAPL1717O100-O),2.79,2.83,21,,
7271,17 Mar 100.00 (AAPL1717O100-P),2.75,2.86,5,,
7272,17 Mar 100.00 (AAPL1717O100-S),2.77,2.88,22,455.0,100.0
7274,17 Mar 100.00 (AAPL1717O100-Y),2.79,2.87,33,,
7275,17 Mar 105.00 (AAPL1717O105),4.25,4.40,67,455.0,105.0
7277,17 Mar 105.00 (AAPL1717O105-4),4.25,4.40,8,455.0,105.0
7278,17 Mar 105.00 (AAPL1717O105-8),4.25,4.40,5,,
7281,17 Mar 105.00 (AAPL1717O105-E),4.25,4.40,17,455.0,105.0
7282,17 Mar 105.00 (AAPL1717O105-I),4.25,4.40,2,455.0,105.0
7285,17 Mar 105.00 (AAPL1717O105-O),4.25,4.40,10,455.0,105.0
7286,17 Mar 105.00 (AAPL1717O105-P),4.25,4.40,1,455.0,105.0
7288,17 Mar 105.00 (AAPL1717O105-X),4.25,4.40,24,,
7290,17 Mar 110.00 (AAPL1717O110),6.40,6.55,48,455.0,110.0
7293,17 Mar 110.00 (AAPL1717O110-8),6.40,6.55,13,455.0,110.0
7296,17 Mar 110.00 (AAPL1717O110-E),6.40,6.55,12,455.0,110.0
7297,17 Mar 110.00 (AAPL1717O110-I),6.40,6.55,21,455.0,110.0
7301,17 Mar 110.00 (AAPL1717O110-P),6.40,6.55,2,455.0,110.0
7305,17 Mar 115.00 (AAPL1717O115),9.20,9.35,201,455.0,115.0
7308,17 Mar 115.00 (AAPL1717O115-8),9.20,9.35,5,455.0,115.0
7311,17 Mar 115.00 (AAPL1717O115-E),9.20,9.35,10,455.0,115.0
7312,17 Mar 115.00 (AAPL1717O115-I),9.20,9.35,183,455.0,115.0
7316,17 Mar 115.00 (AAPL1717O115-P),9.20,9.35,1,455.0,115.0
7318,17 Mar 115.00 (AAPL1717O115-X),9.20,9.35,1,455.0,115.0
7319,17 Mar 115.00 (AAPL1717O115-Y),9.20,9.35,1,,
7320,17 Mar 120.00 (AAPL1717O120),12.65,12.80,7,455.0,120.0
7326,17 Mar 120.00 (AAPL1717O120-E),12.60,12.80,1,455.0,120.0
7327,17 Mar 120.00 (AAPL1717O120-I),12.65,12.80,3,455.0,120.0
7330,17 Mar 120.00 (AAPL1717O120-O),12.60,12.80,2,455.0,120.0
7334,17 Mar 120.00 (AAPL1717O120-Y),12.65,12.80,1,455.0,120.0
7365,17 Mar 135.00 (AAPL1717O135),25.55,26.00,166,455.0,135.0
7371,17 Mar 135.00 (AAPL1717O135-E),25.55,26.00,40,455.0,135.0
7372,17 Mar 135.00 (AAPL1717O135-I),25.55,26.00,84,,
7375,17 Mar 135.00 (AAPL1717O135-O),25.55,26.00,42,455.0,135.0
7440,17 Apr 50.00 (AAPL1721P50),0.03,0.06,15,,
7450,17 Apr 50.00 (AAPL1721P50-O),0.02,0.06,15,,
7500,17 Apr 70.00 (AAPL1721P70),0.25,0.27,150,,
7501,17 Apr 70.00 (AAPL1721P70-3),0.25,0.27,2,,
7504,17 Apr 70.00 (AAPL1721P70-A),0.24,0.27,55,,
7507,17 Apr 70.00 (AAPL1721P70-I),0.25,0.27,34,,
7514,17 Apr 70.00 (AAPL1721P70-Y),0.25,0.32,59,,
7545,17 Apr 85.00 (AAPL1721P85),0.94,0.96,1,,
7551,17 Apr 85.00 (AAPL1721P85-E),0.94,0.98,1,,
7560,17 Apr 87.50 (AAPL1721P87.5),1.17,1.19,24,,
7567,17 Apr 87.50 (AAPL1721P87.5-I),1.17,1.19,24,,
7575,17 Apr 90.00 (AAPL1721P90),1.45,1.48,1253,485.0,90.0
7581,17 Apr 90.00 (AAPL1721P90-E),1.43,1.51,3,485.0,90.0
7582,17 Apr 90.00 (AAPL1721P90-I),1.45,1.48,24,,
7585,17 Apr 90.00 (AAPL1721P90-O),1.44,1.52,9,,
7589,17 Apr 90.00 (AAPL1721P90-Y),1.45,1.48,1217,,
7590,17 Apr 92.50 (AAPL1721P92.5),1.79,1.83,23,485.0,92.5
7594,17 Apr 92.50 (AAPL1721P92.5-A),1.78,1.86,3,,
7601,17 Apr 92.50 (AAPL1721P92.5-P),1.77,1.89,20,,
7605,17 Apr 95.00 (AAPL1721P95),2.22,2.26,901,,
7611,17 Apr 95.00 (AAPL1721P95-E),2.20,2.29,25,,
7612,17 Apr 95.00 (AAPL1721P95-I),2.22,2.26,136,,
7615,17 Apr 95.00 (AAPL1721P95-O),2.21,2.30,510,,
7618,17 Apr 95.00 (AAPL1721P95-X),2.20,2.27,10,,
7619,17 Apr 95.00 (AAPL1721P95-Y),2.22,2.34,220,,
7620,17 Apr 97.50 (AAPL1721P97.5),2.73,2.77,72,,
7626,17 Apr 97.50 (AAPL1721P97.5-E),2.72,2.80,2,,
7627,17 Apr 97.50 (AAPL1721P97.5-I),2.73,2.77,62,,
7630,17 Apr 97.50 (AAPL1721P97.5-O),2.72,2.82,2,,
7634,17 Apr 97.50 (AAPL1721P97.5-Y),2.73,2.85,6,,
7635,17 Apr 100.00 (AAPL1721P100),3.35,3.40,55,485.0,100.0
7636,17 Apr 100.00 (AAPL1721P100-3),3.35,3.50,2,,
7637,17 Apr 100.00 (AAPL1721P100-4),3.30,3.45,4,485.0,100.0
7639,17 Apr 100.00 (AAPL1721P100-A),3.30,3.50,4,,
7641,17 Apr 100.00 (AAPL1721P100-E),3.30,3.40,15,,
7642,17 Apr 100.00 (AAPL1721P100-I),3.35,3.40,3,485.0,100.0
7645,17 Apr 100.00 (AAPL1721P100-O),3.30,3.40,3,,
7646,17 Apr 100.00 (AAPL1721P100-P),3.30,3.50,15,,
7648,17 Apr 100.00 (AAPL1721P100-X),3.30,3.45,4,,
7649,17 Apr 100.00 (AAPL1721P100-Y),3.35,3.40,5,,
7650,17 Apr 105.00 (AAPL1721P105),4.90,5.05,48,485.0,105.0
7653,17 Apr 105.00 (AAPL1721P105-8),4.90,5.05,5,485.0,105.0
7656,17 Apr 105.00 (AAPL1721P105-E),4.90,5.05,30,485.0,105.0
7660,17 Apr 105.00 (AAPL1721P105-O),4.90,5.05,13,,
7665,17 Apr 110.00 (AAPL1721P110),7.05,7.20,7,485.0,110.0
7671,17 Apr 110.00 (AAPL1721P110-E),7.05,7.20,3,485.0,110.0
7672,17 Apr 110.00 (AAPL1721P110-I),7.05,7.20,2,485.0,110.0
7677,17 Apr 110.00 (AAPL1721P110-S),7.05,7.20,1,,
7678,17 Apr 110.00 (AAPL1721P110-X),7.05,7.20,1,485.0,110.0
7680,17 Apr 115.00 (AAPL1721P115),9.80,10.00,81,485.0,115.0
7686,17 Apr 115.00 (AAPL1721P115-E),9.80,10.00,53,485.0,115.0
7687,17 Apr 115.00 (AAPL1721P115-I),9.80,10.00,28,485.0,115.0
7695,17 Apr 120.00 (AAPL1721P120),13.20,13.35,33,485.0,120.0
7702,17 Apr 120.00 (AAPL1721P120-I),13.20,13.35,33,485.0,120.0
7935,17 Apr 200.00 (AAPL1721P200),89.75,90.70,150,,
7942,17 Apr 200.00 (AAPL1721P200-I),88.45,92.20,100,,
7946,17 Apr 200.00 (AAPL1721P200-P),88.65,92.00,50,,
7995,17 Jun 55.00 (AAPL1716R55),0.12,0.14,4,,
8001,17 Jun 55.00 (AAPL1716R55-E),0.12,0.15,4,,
8055,17 Jun 75.00 (AAPL1716R75),0.73,0.75,22,,
8057,17 Jun 75.00 (AAPL1716R75-4),0.72,0.76,10,,
8060,17 Jun 75.00 (AAPL1716R75-B),0.67,0.77,1,,
8061,17 Jun 75.00 (AAPL1716R75-E),0.69,0.76,1,,
8068,17 Jun 75.00 (AAPL1716R75-X),0.72,0.76,10,,
8070,17 Jun 80.00 (AAPL1716R80),1.09,1.11,48,,
8074,17 Jun 80.00 (AAPL1716R80-A),1.07,1.12,1,,
8077,17 Jun 80.00 (AAPL1716R80-I),1.09,1.10,19,,
8080,17 Jun 80.00 (AAPL1716R80-O),1.01,1.14,27,,
8083,17 Jun 80.00 (AAPL1716R80-X),1.07,1.12,1,,
8085,17 Jun 82.50 (AAPL1716R82.5),1.30,1.34,30,,
8091,17 Jun 82.50 (AAPL1716R82.5-E),1.27,1.35,11,,
8092,17 Jun 82.50 (AAPL1716R82.5-I),1.30,1.33,17,,
8099,17 Jun 82.50 (AAPL1716R82.5-Y),1.30,1.34,2,,
8100,17 Jun 85.00 (AAPL1716R85),1.58,1.61,28,,
8103,17 Jun 85.00 (AAPL1716R85-8),1.40,1.76,3,,
8107,17 Jun 85.00 (AAPL1716R85-I),1.58,1.61,24,,
8114,17 Jun 85.00 (AAPL1716R85-Y),1.58,1.61,1,,
8115,17 Jun 87.50 (AAPL1716R87.5),1.91,1.94,45,,
8121,17 Jun 87.50 (AAPL1716R87.5-E),1.88,1.94,6,,
8122,17 Jun 87.50 (AAPL1716R87.5-I),1.91,1.94,38,,
8129,17 Jun 87.50 (AAPL1716R87.5-Y),1.87,1.94,1,,
8130,17 Jun 90.00 (AAPL1716R90),2.31,2.32,553,,
8132,17 Jun 90.00 (AAPL1716R90-4),2.25,2.34,2,,
8136,17 Jun 90.00 (AAPL1716R90-E),2.25,2.34,20,,
8137,17 Jun 90.00 (AAPL1716R90-I),2.31,2.32,19,,
8141,17 Jun 90.00 (AAPL1716R90-P),2.22,2.36,14,,
8143,17 Jun 90.00 (AAPL1716R90-X),2.22,2.34,1,,
8144,17 Jun 90.00 (AAPL1716R90-Y),2.25,2.42,497,,
8145,17 Jun 92.50 (AAPL1716R92.5),2.74,2.79,25,546.0,92.5
8156,17 Jun 92.50 (AAPL1716R92.5-P),2.74,2.83,13,,
8159,17 Jun 92.50 (AAPL1716R92.5-Y),2.72,2.79,12,,
8160,17 Jun 95.00 (AAPL1716R95),3.25,3.35,38,546.0,95.0
8166,17 Jun 95.00 (AAPL1716R95-E),3.25,3.35,18,546.0,95.0
8173,17 Jun 95.00 (AAPL1716R95-X),3.25,3.35,20,,
8175,17 Jun 97.50 (AAPL1716R97.5),3.85,4.00,105,,
8188,17 Jun 97.50 (AAPL1716R97.5-X),3.85,4.00,105,,
8190,17 Jun 100.00 (AAPL1716R100),4.60,4.70,23,546.0,100.0
8192,17 Jun 100.00 (AAPL1716R100-4),4.60,4.70,7,,
8197,17 Jun 100.00 (AAPL1716R100-I),4.60,4.70,9,546.0,100.0
8200,17 Jun 100.00 (AAPL1716R100-O),4.60,4.70,5,546.0,100.0
8202,17 Jun 100.00 (AAPL1716R100-S),4.60,4.95,2,,
8205,17 Jun 105.00 (AAPL1716R105),6.35,6.50,22,546.0,105.0
8206,17 Jun 105.00 (AAPL1716R105-3),6.35,6.50,4,,
8216,17 Jun 105.00 (AAPL1716R105-P),6.35,6.50,14,546.0,105.0
8218,17 Jun 105.00 (AAPL1716R105-X),6.35,6.50,4,,
8220,17 Jun 110.00 (AAPL1716R110),8.60,8.70,22,546.0,110.0
8223,17 Jun 110.00 (AAPL1716R110-8),8.60,8.85,1,,
8226,17 Jun 110.00 (AAPL1716R110-E),8.60,8.75,8,546.0,110.0
8227,17 Jun 110.00 (AAPL1716R110-I),8.60,8.70,11,546.0,110.0
8230,17 Jun 110.00 (AAPL1716R110-O),8.60,8.85,1,546.0,110.0
8231,17 Jun 110.00 (AAPL1716R110-P),8.60,8.75,1,546.0,110.0
8235,17 Jun 115.00 (AAPL1716R115),11.30,11.45,29,546.0,115.0
8241,17 Jun 115.00 (AAPL1716R115-E),11.30,11.55,1,546.0,115.0
8242,17 Jun 115.00 (AAPL1716R115-I),11.30,11.45,28,546.0,115.0
8250,17 Jun 120.00 (AAPL1716R120),14.50,14.70,50,546.0,120.0
8256,17 Jun 120.00 (AAPL1716R120-E),14.50,14.70,50,546.0,120.0
8550,17 Jul 75.00 (AAPL1721S75),0.85,0.96,450,,
8553,17 Jul 75.00 (AAPL1721S75-8),0.85,0.96,450,,
8565,17 Jul 80.00 (AAPL1721S80),1.25,1.37,450,,
8568,17 Jul 80.00 (AAPL1721S80-8),1.25,1.37,450,,
8580,17 Jul 85.00 (AAPL1721S85),1.82,1.95,1,,
8591,17 Jul 85.00 (AAPL1721S85-P),1.82,1.95,1,,
8625,17 Jul 100.00 (AAPL1721S100),5.05,5.25,15,,
8631,17 Jul 100.00 (AAPL1721S100-E),5.05,5.25,5,,
8636,17 Jul 100.00 (AAPL1721S100-P),5.05,5.25,10,,
8640,17 Jul 105.00 (AAPL1721S105),6.90,7.10,2,577.0,105.0
8643,17 Jul 105.00 (AAPL1721S105-8),6.90,7.10,2,577.0,105.0
8655,17 Jul 110.00 (AAPL1721S110),9.15,9.30,15,577.0,110.0
8662,17 Jul 110.00 (AAPL1721S110-I),9.15,9.30,15,577.0,110.0
8670,17 Jul 115.00 (AAPL1721S115),11.85,12.05,15,577.0,115.0
8677,17 Jul 115.00 (AAPL1721S115-I),11.85,12.05,11,577.0,115.0
8683,17 Jul 115.00 (AAPL1721S115-X),11.85,12.05,4,577.0,115.0
9060,17 Nov 55.00 (AAPL1717W55),0.45,0.47,11,,
9070,17 Nov 55.00 (AAPL1717W55-O),0.35,0.48,11,,
9075,17 Nov 60.00 (AAPL1717W60),0.65,0.67,39,,
9078,17 Nov 60.00 (AAPL1717W60-8),0.65,0.99,6,,
9082,17 Nov 60.00 (AAPL1717W60-I),0.54,0.79,8,,
9085,17 Nov 60.00 (AAPL1717W60-O),0.54,0.79,25,,
9105,17 Nov 70.00 (AAPL1717W70),1.26,1.29,51,,
9107,17 Nov 70.00 (AAPL1717W70-4),1.21,1.29,27,,
9111,17 Nov 70.00 (AAPL1717W70-E),1.21,1.29,2,,
9115,17 Nov 70.00 (AAPL1717W70-O),1.26,1.39,22,,
9120,17 Nov 75.00 (AAPL1717W75),1.74,1.79,35,,
9126,17 Nov 75.00 (AAPL1717W75-E),1.73,1.79,2,,
9130,17 Nov 75.00 (AAPL1717W75-O),1.74,1.89,23,,
9131,17 Nov 75.00 (AAPL1717W75-P),1.73,1.79,10,,
9135,17 Nov 80.00 (AAPL1717W80),2.38,2.44,5,,
9140,17 Nov 80.00 (AAPL1717W80-B),2.37,2.44,5,,
9150,17 Nov 85.00 (AAPL1717W85),3.20,3.30,7,699.0,85.0
9156,17 Nov 85.00 (AAPL1717W85-E),3.20,3.30,7,,
9180,17 Nov 92.50 (AAPL1717W92.5),4.90,5.05,5,,
9186,17 Nov 92.50 (AAPL1717W92.5-E),4.90,5.05,5,,
9195,17 Nov 95.00 (AAPL1717W95),5.65,5.75,1,699.0,95.0
9202,17 Nov 95.00 (AAPL1717W95-I),5.65,5.75,1,,
9225,17 Nov 100.00 (AAPL1717W100),7.30,7.45,7,699.0,100.0
9228,17 Nov 100.00 (AAPL1717W100-8),7.30,7.45,7,699.0,100.0
9240,17 Nov 105.00 (AAPL1717W105),9.30,9.45,2,699.0,105.0
9246,17 Nov 105.00 (AAPL1717W105-E),9.30,9.45,2,699.0,105.0
9255,17 Nov 110.00 (AAPL1717W110),11.65,11.80,84,699.0,110.0
9257,17 Nov 110.00 (AAPL1717W110-4),11.65,11.85,1,699.0,110.0
9259,17 Nov 110.00 (AAPL1717W110-A),11.65,11.90,12,699.0,110.0
9261,17 Nov 110.00 (AAPL1717W110-E),11.65,11.90,13,699.0,110.0
9262,17 Nov 110.00 (AAPL1717W110-I),11.65,11.80,28,699.0,110.0
9265,17 Nov 110.00 (AAPL1717W110-O),11.65,11.85,2,699.0,110.0
9267,17 Nov 110.00 (AAPL1717W110-S),11.65,12.00,8,,
9268,17 Nov 110.00 (AAPL1717W110-X),11.65,11.85,20,699.0,110.0
9270,17 Nov 115.00 (AAPL1717W115),14.35,14.55,78,699.0,115.0
9274,17 Nov 115.00 (AAPL1717W115-A),14.35,14.55,6,699.0,115.0
9276,17 Nov 115.00 (AAPL1717W115-E),14.35,14.55,40,699.0,115.0
9277,17 Nov 115.00 (AAPL1717W115-I),14.35,14.55,10,699.0,115.0
9280,17 Nov 115.00 (AAPL1717W115-O),14.35,14.55,2,699.0,115.0
9283,17 Nov 115.00 (AAPL1717W115-X),14.35,14.55,20,,
9300,17 Nov 125.00 (AAPL1717W125),20.80,21.05,38,699.0,125.0
9306,17 Nov 125.00 (AAPL1717W125-E),20.80,21.05,5,699.0,125.0
9307,17 Nov 125.00 (AAPL1717W125-I),20.80,21.05,17,699.0,125.0
9310,17 Nov 125.00 (AAPL1717W125-O),20.80,21.05,13,,
9311,17 Nov 125.00 (AAPL1717W125-P),20.80,21.00,3,,
9315,17 Nov 130.00 (AAPL1717W130),24.55,24.75,11,699.0,130.0
9317,17 Nov 130.00 (AAPL1717W130-4),24.55,24.75,5,699.0,130.0
9325,17 Nov 130.00 (AAPL1717W130-O),24.55,24.75,6,699.0,130.0
9465,18 Jan 47.50 (AAPL1819M47.5),0.34,0.46,1,,
9475,18 Jan 47.50 (AAPL1819M47.5-O),0.30,0.46,1,,
9480,18 Jan 50.00 (AAPL1819M50),0.43,0.47,21,761.0,50.0
9482,18 Jan 50.00 (AAPL1819M50-4),0.36,0.47,1,,
9486,18 Jan 50.00 (AAPL1819M50-E),0.36,0.47,10,761.0,50.0
9490,18 Jan 50.00 (AAPL1819M50-O),0.36,0.47,4,,
9491,18 Jan 50.00 (AAPL1819M50-P),0.38,0.47,6,,
9495,18 Jan 55.00 (AAPL1819M55),0.56,0.65,216,761.0,55.0
9501,18 Jan 55.00 (AAPL1819M55-E),0.56,0.65,216,,
9510,18 Jan 60.00 (AAPL1819M60),0.80,0.89,20,761.0,60.0
9512,18 Jan 60.00 (AAPL1819M60-4),0.80,0.89,20,,
9525,18 Jan 65.00 (AAPL1819M65),1.11,1.21,205,,
9527,18 Jan 65.00 (AAPL1819M65-4),1.11,1.21,5,,
9532,18 Jan 65.00 (AAPL1819M65-I),1.02,1.21,140,,
9535,18 Jan 65.00 (AAPL1819M65-O),1.01,1.21,8,,
9536,18 Jan 65.00 (AAPL1819M65-P),1.04,1.21,27,,
9539,18 Jan 65.00 (AAPL1819M65-Y),1.11,1.21,25,,
9540,18 Jan 70.00 (AAPL1819M70),1.53,1.65,241,761.0,70.0
9543,18 Jan 70.00 (AAPL1819M70-8),1.53,1.65,1,,
9546,18 Jan 70.00 (AAPL1819M70-E),1.53,1.65,180,761.0,70.0
9547,18 Jan 70.00 (AAPL1819M70-I),1.42,1.65,60,,
9555,18 Jan 75.00 (AAPL1819M75),2.09,2.21,289,761.0,75.0
