,Calls,Bid,Ask,Vol,Expiration,Strike
7303,17 Mar 110.00 (AAPL1717C110-X),6.10,6.25,100,455,110.0
7304,17 Mar 110.00 (AAPL1717C110-Y),6.10,6.25,2,455,110.0
7305,17 Mar 115.00 (AAPL1717C115),3.90,4.00,383,455,115.0
7306,17 Mar 115.00 (AAPL1717C115-3),3.80,4.00,1,455,115.0
7307,17 Mar 115.00 (AAPL1717C115-4),3.90,4.00,11,455,115.0
7308,17 Mar 115.00 (AAPL1717C115-8),3.90,4.00,14,455,115.0
7309,17 Mar 115.00 (AAPL1717C115-A),3.90,4.00,1,455,115.0
7310,17 Mar 115.00 (AAPL1717C115-B),3.90,4.00,1,455,115.0
7311,17 Mar 115.00 (AAPL1717C115-E),3.90,4.00,350,455,115.0
7312,17 Mar 115.00 (AAPL1717C115-I),3.90,4.00,1,455,115.0
7316,17 Mar 115.00 (AAPL1717C115-P),3.90,4.00,2,455,115.0
7318,17 Mar 115.00 (AAPL1717C115-X),3.90,4.00,2,455,115.0
7320,17 Mar 120.00 (AAPL1717C120),2.33,2.37,543,455,120.0
7322,17 Mar 120.00 (AAPL1717C120-4),2.32,2.39,51,455,120.0
7323,17 Mar 120.00 (AAPL1717C120-8),2.32,2.47,18,455,120.0
7324,17 Mar 120.00 (AAPL1717C120-A),2.32,2.37,24,455,120.0
7325,17 Mar 120.00 (AAPL1717C120-B),2.31,2.52,5,455,120.0
7326,17 Mar 120.00 (AAPL1717C120-E),2.32,2.39,120,455,120.0
7327,17 Mar 120.00 (AAPL1717C120-I),2.33,2.37,152,455,120.0
7330,17 Mar 120.00 (AAPL1717C120-O),2.32,2.38,13,455,120.0
7331,17 Mar 120.00 (AAPL1717C120-P),2.32,2.37,3,455,120.0
7333,17 Mar 120.00 (AAPL1717C120-X),2.32,2.40,105,455,120.0
7334,17 Mar 120.00 (AAPL1717C120-Y),2.33,2.37,52,455,120.0
7335,17 Mar 125.00 (AAPL1717C125),1.32,1.33,505,455,125.0
7336,17 Mar 125.00 (AAPL1717C125-3),1.27,1.34,18,455,125.0
7337,17 Mar 125.00 (AAPL1717C125-4),1.30,1.34,22,455,125.0
7338,17 Mar 125.00 (AAPL1717C125-8),1.29,1.50,44,455,125.0
7339,17 Mar 125.00 (AAPL1717C125-A),1.31,1.34,11,455,125.0
7340,17 Mar 125.00 (AAPL1717C125-B),1.26,1.33,58,455,125.0
7341,17 Mar 125.00 (AAPL1717C125-E),1.30,1.34,59,455,125.0
7342,17 Mar 125.00 (AAPL1717C125-I),1.32,1.33,48,455,125.0
7345,17 Mar 125.00 (AAPL1717C125-O),1.31,1.41,30,455,125.0
7346,17 Mar 125.00 (AAPL1717C125-P),1.28,1.33,49,455,125.0
7348,17 Mar 125.00 (AAPL1717C125-X),1.29,1.45,54,455,125.0
7349,17 Mar 125.00 (AAPL1717C125-Y),1.32,1.39,112,455,125.0
7350,17 Mar 130.00 (AAPL1717C130),0.73,0.74,258,455,130.0
7352,17 Mar 130.00 (AAPL1717C130-4),0.68,0.75,6,455,130.0
7353,17 Mar 130.00 (AAPL1717C130-8),0.63,0.86,16,455,130.0
7354,17 Mar 130.00 (AAPL1717C130-A),0.70,0.75,9,455,130.0
7355,17 Mar 130.00 (AAPL1717C130-B),0.68,0.74,29,455,130.0
7356,17 Mar 130.00 (AAPL1717C130-E),0.68,0.75,55,455,130.0
7357,17 Mar 130.00 (AAPL1717C130-I),0.73,0.74,46,455,130.0
7358,17 Mar 130.00 (AAPL1717C130-J),0.67,0.76,14,455,130.0
7360,17 Mar 130.00 (AAPL1717C130-O),0.70,0.75,9,455,130.0
7363,17 Mar 130.00 (AAPL1717C130-X),0.68,0.76,9,455,130.0
7364,17 Mar 130.00 (AAPL1717C130-Y),0.73,0.80,65,455,130.0
7365,17 Mar 135.00 (AAPL1717C135),0.41,0.43,189,455,135.0
7368,17 Mar 135.00 (AAPL1717C135-8),0.36,0.43,10,455,135.0
7371,17 Mar 135.00 (AAPL1717C135-E),0.40,0.43,155,455,135.0
7375,17 Mar 135.00 (AAPL1717C135-O),0.34,0.45,14,455,135.0
7378,17 Mar 135.00 (AAPL1717C135-X),0.40,0.43,10,455,135.0
7380,17 Mar 140.00 (AAPL1717C140),0.24,0.25,500,455,140.0
7382,17 Mar 140.00 (AAPL1717C140-4),0.23,0.26,70,455,140.0
7384,17 Mar 140.00 (AAPL1717C140-A),0.23,0.26,3,455,140.0
7385,17 Mar 140.00 (AAPL1717C140-B),0.21,0.26,9,455,140.0
7386,17 Mar 140.00 (AAPL1717C140-E),0.23,0.26,163,455,140.0
7387,17 Mar 140.00 (AAPL1717C140-I),0.24,0.25,74,455,140.0
7391,17 Mar 140.00 (AAPL1717C140-P),0.21,0.25,21,455,140.0
7392,17 Mar 140.00 (AAPL1717C140-S),0.21,1.28,25,455,140.0
7394,17 Mar 140.00 (AAPL1717C140-Y),0.18,0.25,135,455,140.0
7395,17 Mar 145.00 (AAPL1717C145),0.15,0.16,136,455,145.0
7402,17 Mar 145.00 (AAPL1717C145-I),0.15,0.16,91,455,145.0
7405,17 Mar 145.00 (AAPL1717C145-O),0.14,0.17,45,455,145.0
7410,17 Mar 150.00 (AAPL1717C150),0.10,0.11,117,455,150.0
7415,17 Mar 150.00 (AAPL1717C150-B),0.09,0.12,19,455,150.0
7420,17 Mar 150.00 (AAPL1717C150-O),0.10,0.11,82,455,150.0
7421,17 Mar 150.00 (AAPL1717C150-P),0.10,0.11,16,455,150.0
7575,17 Apr 90.00 (AAPL1721D90),21.15,21.65,7,485,90.0
7580,17 Apr 90.00 (AAPL1721D90-B),21.10,21.65,1,485,90.0
7581,17 Apr 90.00 (AAPL1721D90-E),21.15,21.65,1,485,90.0
7586,17 Apr 90.00 (AAPL1721D90-P),21.15,21.65,5,485,90.0
7590,17 Apr 92.50 (AAPL1721D92.5),19.00,19.45,7,485,92.5
7593,17 Apr 92.50 (AAPL1721D92.5-8),19.00,19.45,7,485,92.5
7635,17 Apr 100.00 (AAPL1721D100),13.10,13.40,17,485,100.0
7637,17 Apr 100.00 (AAPL1721D100-4),13.10,13.40,1,485,100.0
7642,17 Apr 100.00 (AAPL1721D100-I),13.10,13.40,16,485,100.0
7650,17 Apr 105.00 (AAPL1721D105),9.70,9.85,32,485,105.0
7652,17 Apr 105.00 (AAPL1721D105-4),9.70,9.85,3,485,105.0
7653,17 Apr 105.00 (AAPL1721D105-8),9.70,9.85,1,485,105.0
7654,17 Apr 105.00 (AAPL1721D105-A),9.70,9.85,7,485,105.0
7656,17 Apr 105.00 (AAPL1721D105-E),9.70,9.85,1,485,105.0
7657,17 Apr 105.00 (AAPL1721D105-I),9.70,9.85,15,485,105.0
7663,17 Apr 105.00 (AAPL1721D105-X),9.70,9.85,5,485,105.0
7665,17 Apr 110.00 (AAPL1721D110),6.85,6.95,105,485,110.0
7669,17 Apr 110.00 (AAPL1721D110-A),6.85,7.05,6,485,110.0
7671,17 Apr 110.00 (AAPL1721D110-E),6.85,7.00,43,485,110.0
7672,17 Apr 110.00 (AAPL1721D110-I),6.85,6.95,43,485,110.0
7673,17 Apr 110.00 (AAPL1721D110-J),6.85,7.00,6,485,110.0
7675,17 Apr 110.00 (AAPL1721D110-O),6.85,7.05,1,485,110.0
7676,17 Apr 110.00 (AAPL1721D110-P),6.85,7.05,1,485,110.0
7678,17 Apr 110.00 (AAPL1721D110-X),6.85,7.00,5,485,110.0
7680,17 Apr 115.00 (AAPL1721D115),4.65,4.75,1591,485,115.0
7682,17 Apr 115.00 (AAPL1721D115-4),4.60,4.75,8,485,115.0
7683,17 Apr 115.00 (AAPL1721D115-8),4.50,4.75,1505,485,115.0
7684,17 Apr 115.00 (AAPL1721D115-A),4.55,4.75,2,485,115.0
7686,17 Apr 115.00 (AAPL1721D115-E),4.60,4.75,4,485,115.0
7687,17 Apr 115.00 (AAPL1721D115-I),4.65,4.75,17,485,115.0
7690,17 Apr 115.00 (AAPL1721D115-O),4.60,4.75,16,485,115.0
7691,17 Apr 115.00 (AAPL1721D115-P),4.65,4.80,21,485,115.0
7692,17 Apr 115.00 (AAPL1721D115-S),4.65,4.75,6,485,115.0
7693,17 Apr 115.00 (AAPL1721D115-X),4.50,4.75,5,485,115.0
7694,17 Apr 115.00 (AAPL1721D115-Y),4.65,4.75,7,485,115.0
7695,17 Apr 120.00 (AAPL1721D120),2.99,3.05,290,485,120.0
7697,17 Apr 120.00 (AAPL1721D120-4),2.94,3.05,4,485,120.0
7699,17 Apr 120.00 (AAPL1721D120-A),2.94,3.05,15,485,120.0
7700,17 Apr 120.00 (AAPL1721D120-B),2.95,3.05,16,485,120.0
7701,17 Apr 120.00 (AAPL1721D120-E),2.94,3.05,78,485,120.0
7702,17 Apr 120.00 (AAPL1721D120-I),2.99,3.05,79,485,120.0
7703,17 Apr 120.00 (AAPL1721D120-J),2.80,3.05,20,485,120.0
7705,17 Apr 120.00 (AAPL1721D120-O),2.98,3.05,4,485,120.0
7706,17 Apr 120.00 (AAPL1721D120-P),2.96,3.10,14,485,120.0
7707,17 Apr 120.00 (AAPL1721D120-S),2.80,3.05,4,485,120.0
7708,17 Apr 120.00 (AAPL1721D120-X),2.83,3.05,56,485,120.0
7710,17 Apr 125.00 (AAPL1721D125),1.84,1.88,125,485,125.0
7711,17 Apr 125.00 (AAPL1721D125-3),1.84,1.88,9,485,125.0
7715,17 Apr 125.00 (AAPL1721D125-B),1.79,1.95,1,485,125.0
7716,17 Apr 125.00 (AAPL1721D125-E),1.83,1.89,12,485,125.0
7717,17 Apr 125.00 (AAPL1721D125-I),1.84,1.88,67,485,125.0
7720,17 Apr 125.00 (AAPL1721D125-O),1.84,1.90,2,485,125.0
7724,17 Apr 125.00 (AAPL1721D125-Y),1.84,1.88,34,485,125.0
7725,17 Apr 130.00 (AAPL1721D130),1.11,1.13,3147,485,130.0
7728,17 Apr 130.00 (AAPL1721D130-8),0.94,1.56,3011,485,130.0
7729,17 Apr 130.00 (AAPL1721D130-A),1.09,1.15,2,485,130.0
7731,17 Apr 130.00 (AAPL1721D130-E),1.08,1.16,58,485,130.0
7732,17 Apr 130.00 (AAPL1721D130-I),1.11,1.13,52,485,130.0
7738,17 Apr 130.00 (AAPL1721D130-X),0.99,1.15,3,485,130.0
7739,17 Apr 130.00 (AAPL1721D130-Y),1.11,1.13,21,485,130.0
7755,17 Apr 140.00 (AAPL1721D140),0.38,0.40,2,485,140.0
7762,17 Apr 140.00 (AAPL1721D140-I),0.38,0.40,2,485,140.0
7815,17 Apr 160.00 (AAPL1721D160),0.05,0.07,20,485,160.0
7820,17 Apr 160.00 (AAPL1721D160-B),0.04,0.07,20,485,160.0
8040,17 Jun 70.00 (AAPL1716F70),40.00,40.90,1,546,70.0
8053,17 Jun 70.00 (AAPL1716F70-X),40.00,40.95,1,546,70.0
8145,17 Jun 92.50 (AAPL1716F92.5),19.65,20.30,11,546,92.5
8147,17 Jun 92.50 (AAPL1716F92.5-4),19.65,20.30,4,546,92.5
8152,17 Jun 92.50 (AAPL1716F92.5-I),19.65,20.30,7,546,92.5
8160,17 Jun 95.00 (AAPL1716F95),17.75,18.20,5,546,95.0
8166,17 Jun 95.00 (AAPL1716F95-E),17.75,18.20,5,546,95.0
8190,17 Jun 100.00 (AAPL1716F100),14.10,14.35,62,546,100.0
8196,17 Jun 100.00 (AAPL1716F100-E),14.10,14.35,3,546,100.0
8197,17 Jun 100.00 (AAPL1716F100-I),14.10,14.35,5,546,100.0
8200,17 Jun 100.00 (AAPL1716F100-O),14.10,14.35,3,546,100.0
8201,17 Jun 100.00 (AAPL1716F100-P),14.05,14.35,50,546,100.0
8203,17 Jun 100.00 (AAPL1716F100-X),14.10,14.35,1,546,100.0
8205,17 Jun 105.00 (AAPL1716F105),10.85,11.05,14,546,105.0
8208,17 Jun 105.00 (AAPL1716F105-8),10.85,11.05,1,546,105.0
8211,17 Jun 105.00 (AAPL1716F105-E),10.85,11.05,9,546,105.0
8216,17 Jun 105.00 (AAPL1716F105-P),10.80,11.05,4,546,105.0
8220,17 Jun 110.00 (AAPL1716F110),8.10,8.25,136,546,110.0
8224,17 Jun 110.00 (AAPL1716F110-A),8.10,8.25,1,546,110.0
8225,17 Jun 110.00 (AAPL1716F110-B),8.10,8.25,1,546,110.0
8226,17 Jun 110.00 (AAPL1716F110-E),8.10,8.25,14,546,110.0
8227,17 Jun 110.00 (AAPL1716F110-I),8.10,8.25,104,546,110.0
8230,17 Jun 110.00 (AAPL1716F110-O),8.10,8.25,1,546,110.0
8231,17 Jun 110.00 (AAPL1716F110-P),8.10,8.25,6,546,110.0
8233,17 Jun 110.00 (AAPL1716F110-X),8.10,8.25,9,546,110.0
8235,17 Jun 115.00 (AAPL1716F115),5.80,5.95,599,546,115.0
8236,17 Jun 115.00 (AAPL1716F115-3),5.80,5.95,1,546,115.0
8237,17 Jun 115.00 (AAPL1716F115-4),5.80,5.95,1,546,115.0
8238,17 Jun 115.00 (AAPL1716F115-8),5.80,5.95,6,546,115.0
8239,17 Jun 115.00 (AAPL1716F115-A),5.80,5.95,14,546,115.0
8240,17 Jun 115.00 (AAPL1716F115-B),5.80,5.95,1,546,115.0
8241,17 Jun 115.00 (AAPL1716F115-E),5.80,5.95,151,546,115.0
8242,17 Jun 115.00 (AAPL1716F115-I),5.80,5.95,9,546,115.0
8245,17 Jun 115.00 (AAPL1716F115-O),5.80,5.95,200,546,115.0
8246,17 Jun 115.00 (AAPL1716F115-P),5.80,6.00,200,546,115.0
8248,17 Jun 115.00 (AAPL1716F115-X),5.80,5.95,16,546,115.0
8250,17 Jun 120.00 (AAPL1716F120),4.05,4.15,59,546,120.0
8251,17 Jun 120.00 (AAPL1716F120-3),4.05,4.15,1,546,120.0
8252,17 Jun 120.00 (AAPL1716F120-4),4.05,4.15,1,546,120.0
8253,17 Jun 120.00 (AAPL1716F120-8),4.05,4.15,3,546,120.0
8256,17 Jun 120.00 (AAPL1716F120-E),4.05,4.15,5,546,120.0
8257,17 Jun 120.00 (AAPL1716F120-I),4.05,4.15,12,546,120.0
8260,17 Jun 120.00 (AAPL1716F120-O),4.05,4.15,11,546,120.0
8261,17 Jun 120.00 (AAPL1716F120-P),4.05,4.25,6,546,120.0
8263,17 Jun 120.00 (AAPL1716F120-X),4.05,4.15,18,546,120.0
8264,17 Jun 120.00 (AAPL1716F120-Y),4.05,4.15,2,546,120.0
8265,17 Jun 125.00 (AAPL1716F125),2.74,2.79,514,546,125.0
8266,17 Jun 125.00 (AAPL1716F125-3),2.56,2.86,3,546,125.0
8267,17 Jun 125.00 (AAPL1716F125-4),2.73,2.86,1,546,125.0
8269,17 Jun 125.00 (AAPL1716F125-A),2.63,2.86,1,546,125.0
8270,17 Jun 125.00 (AAPL1716F125-B),2.71,2.86,1,546,125.0
8271,17 Jun 125.00 (AAPL1716F125-E),2.73,2.86,118,546,125.0
8272,17 Jun 125.00 (AAPL1716F125-I),2.74,2.79,333,546,125.0
8275,17 Jun 125.00 (AAPL1716F125-O),2.71,2.79,3,546,125.0
8277,17 Jun 125.00 (AAPL1716F125-S),2.51,3.05,2,546,125.0
8278,17 Jun 125.00 (AAPL1716F125-X),2.72,2.86,2,546,125.0
8279,17 Jun 125.00 (AAPL1716F125-Y),2.68,2.79,50,546,125.0
8280,17 Jun 130.00 (AAPL1716F130),1.81,1.86,218,546,130.0
8281,17 Jun 130.00 (AAPL1716F130-3),1.79,1.86,2,546,130.0
8282,17 Jun 130.00 (AAPL1716F130-4),1.79,1.87,9,546,130.0
8283,17 Jun 130.00 (AAPL1716F130-8),1.65,2.05,50,546,130.0
8284,17 Jun 130.00 (AAPL1716F130-A),1.71,1.86,14,546,130.0
8286,17 Jun 130.00 (AAPL1716F130-E),1.79,1.87,110,546,130.0
8287,17 Jun 130.00 (AAPL1716F130-I),1.81,1.86,26,546,130.0
8291,17 Jun 130.00 (AAPL1716F130-P),1.80,1.86,1,546,130.0
8294,17 Jun 130.00 (AAPL1716F130-Y),1.81,1.86,6,546,130.0
8295,17 Jun 135.00 (AAPL1716F135),1.18,1.22,157,546,135.0
8296,17 Jun 135.00 (AAPL1716F135-3),1.15,1.22,6,546,135.0
8299,17 Jun 135.00 (AAPL1716F135-A),1.14,1.22,10,546,135.0
8301,17 Jun 135.00 (AAPL1716F135-E),1.16,1.22,9,546,135.0
8302,17 Jun 135.00 (AAPL1716F135-I),1.18,1.22,6,546,135.0
8305,17 Jun 135.00 (AAPL1716F135-O),1.11,1.22,98,546,135.0
8309,17 Jun 135.00 (AAPL1716F135-Y),1.18,1.22,28,546,135.0
8310,17 Jun 140.00 (AAPL1716F140),0.75,0.79,117,546,140.0
8314,17 Jun 140.00 (AAPL1716F140-A),0.75,0.79,10,546,140.0
8316,17 Jun 140.00 (AAPL1716F140-E),0.75,0.79,107,546,140.0
8325,17 Jun 145.00 (AAPL1716F145),0.50,0.52,5,546,145.0
8329,17 Jun 145.00 (AAPL1716F145-A),0.49,0.53,5,546,145.0
8355,17 Jun 155.00 (AAPL1716F155),0.21,0.24,120,546,155.0
8362,17 Jun 155.00 (AAPL1716F155-I),0.20,0.24,60,546,155.0
8368,17 Jun 155.00 (AAPL1716F155-X),0.21,0.24,60,546,155.0
8610,17 Jul 95.00 (AAPL1721G95),18.15,18.75,1,577,95.0
8623,17 Jul 95.00 (AAPL1721G95-X),18.15,18.75,1,577,95.0
8640,17 Jul 105.00 (AAPL1721G105),11.45,11.65,13,577,105.0
8642,17 Jul 105.00 (AAPL1721G105-4),11.45,11.65,10,577,105.0
8643,17 Jul 105.00 (AAPL1721G105-8),11.30,11.65,3,577,105.0
8655,17 Jul 110.00 (AAPL1721G110),8.70,8.85,29,577,110.0
8657,17 Jul 110.00 (AAPL1721G110-4),8.70,8.85,9,577,110.0
8660,17 Jul 110.00 (AAPL1721G110-B),8.70,8.85,5,577,110.0
8662,17 Jul 110.00 (AAPL1721G110-I),8.70,8.85,11,577,110.0
8668,17 Jul 110.00 (AAPL1721G110-X),8.70,8.85,4,577,110.0
8670,17 Jul 115.00 (AAPL1721G115),6.45,6.60,1078,577,115.0
8672,17 Jul 115.00 (AAPL1721G115-4),6.45,6.60,99,577,115.0
8673,17 Jul 115.00 (AAPL1721G115-8),6.45,6.60,3,577,115.0
8674,17 Jul 115.00 (AAPL1721G115-A),6.45,6.60,6,577,115.0
8676,17 Jul 115.00 (AAPL1721G115-E),6.45,6.60,122,577,115.0
8677,17 Jul 115.00 (AAPL1721G115-I),6.45,6.60,6,577,115.0
8680,17 Jul 115.00 (AAPL1721G115-O),6.45,6.60,801,577,115.0
8681,17 Jul 115.00 (AAPL1721G115-P),6.45,6.60,10,577,115.0
8683,17 Jul 115.00 (AAPL1721G115-X),6.45,6.60,31,577,115.0
8685,17 Jul 120.00 (AAPL1721G120),4.60,4.80,9,577,120.0
8688,17 Jul 120.00 (AAPL1721G120-8),4.60,4.80,4,577,120.0
8692,17 Jul 120.00 (AAPL1721G120-I),4.60,4.80,1,577,120.0
8695,17 Jul 120.00 (AAPL1721G120-O),4.60,4.80,2,577,120.0
8698,17 Jul 120.00 (AAPL1721G120-X),4.60,4.80,2,577,120.0
8700,17 Jul 125.00 (AAPL1721G125),3.20,3.35,359,577,125.0
8704,17 Jul 125.00 (AAPL1721G125-A),3.20,3.35,9,577,125.0
8705,17 Jul 125.00 (AAPL1721G125-B),3.20,3.35,2,577,125.0
8706,17 Jul 125.00 (AAPL1721G125-E),3.20,3.35,6,577,125.0
8707,17 Jul 125.00 (AAPL1721G125-I),3.20,3.35,302,577,125.0
8710,17 Jul 125.00 (AAPL1721G125-O),3.20,3.35,1,577,125.0
8711,17 Jul 125.00 (AAPL1721G125-P),3.25,3.35,10,577,125.0
8713,17 Jul 125.00 (AAPL1721G125-X),3.20,3.35,29,577,125.0
8715,17 Jul 130.00 (AAPL1721G130),2.21,2.32,11,577,130.0
8721,17 Jul 130.00 (AAPL1721G130-E),2.16,2.32,1,577,130.0
8726,17 Jul 130.00 (AAPL1721G130-P),2.20,2.32,9,577,130.0
8729,17 Jul 130.00 (AAPL1721G130-Y),2.20,2.32,1,577,130.0
8730,17 Jul 135.00 (AAPL1721G135),1.48,1.60,8,577,135.0
8740,17 Jul 135.00 (AAPL1721G135-O),1.48,1.60,8,577,135.0
8745,17 Jul 140.00 (AAPL1721G140),0.96,1.09,1,577,140.0
8747,17 Jul 140.00 (AAPL1721G140-4),0.96,1.09,1,577,140.0
8760,17 Jul 145.00 (AAPL1721G145),0.63,0.73,1,577,145.0
8770,17 Jul 145.00 (AAPL1721G145-O),0.62,0.73,1,577,145.0
9150,17 Nov 85.00 (AAPL1717K85),27.20,27.95,15,699,85.0
9160,17 Nov 85.00 (AAPL1717K85-O),27.20,27.95,15,699,85.0
9195,17 Nov 95.00 (AAPL1717K95),19.65,20.20,4,699,95.0
9198,17 Nov 95.00 (AAPL1717K95-8),19.65,20.20,4,699,95.0
9210,17 Nov 97.50 (AAPL1717K97.5),18.00,18.35,14,699,97.5
9213,17 Nov 97.50 (AAPL1717K97.5-8),18.00,18.35,2,699,97.5
9216,17 Nov 97.50 (AAPL1717K97.5-E),18.00,18.35,10,699,97.5
9220,17 Nov 97.50 (AAPL1717K97.5-O),18.00,18.35,2,699,97.5
9225,17 Nov 100.00 (AAPL1717K100),16.40,16.60,15,699,100.0
9228,17 Nov 100.00 (AAPL1717K100-8),16.25,16.60,8,699,100.0
9232,17 Nov 100.00 (AAPL1717K100-I),16.35,16.60,6,699,100.0
9239,17 Nov 100.00 (AAPL1717K100-Y),16.40,16.60,1,699,100.0
9240,17 Nov 105.00 (AAPL1717K105),13.40,13.60,69,699,105.0
9242,17 Nov 105.00 (AAPL1717K105-4),13.40,13.60,1,699,105.0
9243,17 Nov 105.00 (AAPL1717K105-8),13.25,13.60,41,699,105.0
9244,17 Nov 105.00 (AAPL1717K105-A),13.40,13.60,5,699,105.0
9246,17 Nov 105.00 (AAPL1717K105-E),13.40,13.60,2,699,105.0
9253,17 Nov 105.00 (AAPL1717K105-X),13.40,13.60,20,699,105.0
9255,17 Nov 110.00 (AAPL1717K110),10.75,10.90,188,699,110.0
9257,17 Nov 110.00 (AAPL1717K110-4),10.75,10.95,15,699,110.0
9258,17 Nov 110.00 (AAPL1717K110-8),10.75,11.00,1,699,110.0
9259,17 Nov 110.00 (AAPL1717K110-A),10.75,10.95,20,699,110.0
9260,17 Nov 110.00 (AAPL1717K110-B),10.75,10.95,8,699,110.0
9261,17 Nov 110.00 (AAPL1717K110-E),10.75,10.95,45,699,110.0
9262,17 Nov 110.00 (AAPL1717K110-I),10.75,10.90,10,699,110.0
9265,17 Nov 110.00 (AAPL1717K110-O),10.75,10.95,61,699,110.0
9266,17 Nov 110.00 (AAPL1717K110-P),10.75,10.95,20,699,110.0
9268,17 Nov 110.00 (AAPL1717K110-X),10.75,10.95,8,699,110.0
9270,17 Nov 115.00 (AAPL1717K115),8.50,8.60,115,699,115.0
9274,17 Nov 115.00 (AAPL1717K115-A),8.50,8.70,8,699,115.0
9276,17 Nov 115.00 (AAPL1717K115-E),8.50,8.60,66,699,115.0
9277,17 Nov 115.00 (AAPL1717K115-I),8.50,8.75,30,699,115.0
9280,17 Nov 115.00 (AAPL1717K115-O),8.50,8.60,11,699,115.0
9285,17 Nov 120.00 (AAPL1717K120),6.60,6.70,450,699,120.0
9288,17 Nov 120.00 (AAPL1717K120-8),6.60,6.85,139,699,120.0
9289,17 Nov 120.00 (AAPL1717K120-A),6.60,6.75,4,699,120.0
9290,17 Nov 120.00 (AAPL1717K120-B),6.60,6.75,8,699,120.0
9291,17 Nov 120.00 (AAPL1717K120-E),6.60,6.75,154,699,120.0
9292,17 Nov 120.00 (AAPL1717K120-I),6.60,6.85,9,699,120.0
9295,17 Nov 120.00 (AAPL1717K120-O),6.60,6.70,3,699,120.0
9298,17 Nov 120.00 (AAPL1717K120-X),6.60,6.75,133,699,120.0
9300,17 Nov 125.00 (AAPL1717K125),5.10,5.15,4,699,125.0
9306,17 Nov 125.00 (AAPL1717K125-E),5.05,5.20,2,699,125.0
9307,17 Nov 125.00 (AAPL1717K125-I),5.10,5.20,2,699,125.0
9315,17 Nov 130.00 (AAPL1717K130),3.80,3.95,57,699,130.0
9317,17 Nov 130.00 (AAPL1717K130-4),3.80,3.95,28,699,130.0
9318,17 Nov 130.00 (AAPL1717K130-8),3.80,3.95,25,699,130.0
9321,17 Nov 130.00 (AAPL1717K130-E),3.80,3.95,2,699,130.0
9325,17 Nov 130.00 (AAPL1717K130-O),3.80,3.95,2,699,130.0
9345,17 Nov 140.00 (AAPL1717K140),2.10,2.14,19,699,140.0
9355,17 Nov 140.00 (AAPL1717K140-O),2.09,2.14,1,699,140.0
9356,17 Nov 140.00 (AAPL1717K140-P),2.09,2.14,18,699,140.0
9375,17 Nov 150.00 (AAPL1717K150),1.09,1.11,1305,699,150.0
9376,17 Nov 150.00 (AAPL1717K150-3),1.09,1.14,3,699,150.0
9377,17 Nov 150.00 (AAPL1717K150-4),1.09,1.15,20,699,150.0
9378,17 Nov 150.00 (AAPL1717K150-8),1.09,1.68,417,699,150.0
9379,17 Nov 150.00 (AAPL1717K150-A),1.09,1.15,12,699,150.0
9381,17 Nov 150.00 (AAPL1717K150-E),1.09,1.15,424,699,150.0
9388,17 Nov 150.00 (AAPL1717K150-X),1.09,1.17,429,699,150.0
9480,18 Jan 50.00 (AAPL1819A50),59.00,60.45,2,761,50.0
9486,18 Jan 50.00 (AAPL1819A50-E),59.00,60.45,2,761,50.0
9495,18 Jan 55.00 (AAPL1819A55),54.50,55.55,10,761,55.0
9499,18 Jan 55.00 (AAPL1819A55-A),53.00,55.80,10,761,55.0
9510,18 Jan 60.00 (AAPL1819A60),49.25,50.65,2,761,60.0
9521,18 Jan 60.00 (AAPL1819A60-P),48.90,50.65,2,761,60.0
9540,18 Jan 70.00 (AAPL1819A70),40.60,41.00,66,761,70.0
9546,18 Jan 70.00 (AAPL1819A70-E),40.60,41.00,66,761,70.0
9555,18 Jan 75.00 (AAPL1819A75),36.05,36.65,1,761,75.0
9562,18 Jan 75.00 (AAPL1819A75-I),36.05,36.65,1,761,75.0
9570,18 Jan 80.00 (AAPL1819A80),31.75,32.30,106,761,80.0
9572,18 Jan 80.00 (AAPL1819A80-4),31.75,32.30,100,761,80.0
9576,18 Jan 80.00 (AAPL1819A80-E),31.75,32.30,3,761,80.0
9577,18 Jan 80.00 (AAPL1819A80-I),31.75,32.30,1,761,80.0
9581,18 Jan 80.00 (AAPL1819A80-P),31.70,32.30,1,761,80.0
9584,18 Jan 80.00 (AAPL1819A80-Y),31.75,32.30,1,761,80.0
9585,18 Jan 82.50 (AAPL1819A82.5),29.65,30.60,3,761,82.5
9591,18 Jan 82.50 (AAPL1819A82.5-E),29.65,30.60,3,761,82.5
9600,18 Jan 85.00 (AAPL1819A85),27.65,28.45,103,761,85.0
9606,18 Jan 85.00 (AAPL1819A85-E),27.65,28.45,103,761,85.0
9630,18 Jan 90.00 (AAPL1819A90),23.85,24.65,108,761,90.0
9632,18 Jan 90.00 (AAPL1819A90-4),23.85,24.65,1,761,90.0
9633,18 Jan 90.00 (AAPL1819A90-8),23.85,24.65,2,761,90.0
9635,18 Jan 90.00 (AAPL1819A90-B),23.80,24.65,2,761,90.0
9637,18 Jan 90.00 (AAPL1819A90-I),23.85,24.65,10,761,90.0
9641,18 Jan 90.00 (AAPL1819A90-P),23.75,24.65,3,761,90.0
9643,18 Jan 90.00 (AAPL1819A90-X),23.85,24.65,90,761,90.0
9645,18 Jan 92.50 (AAPL1819A92.5),22.00,22.55,16,761,92.5
9648,18 Jan 92.50 (AAPL1819A92.5-8),22.00,22.55,10,761,92.5
